Carrera;IdCampus;Sexo;CicloIngreso;InstitucionBach_Encoded;TieneBeca;PorcentajeBeca_Promedio;MateriasInscritas_C1;MateriasAprobadas_C1;MateriasReprobadas_C1;TasaAprobacion_C1;PromedioCiclo_C1;MateriasInscritas_C2;MateriasAprobadas_C2;MateriasReprobadas_C2;TasaAprobacion_C2;PromedioCiclo_C2;TotalMateriasInscritas_Anio1;TotalMateriasAprobadas_Anio1;TotalMateriasReprobadas_Anio1;TasaAprobacion_Anio1;PromedioGeneral_Anio1;Deserto
2016-302;1;102302;01-2020;0.05882;1;50;4;4;0;1;8.37;4;4;0;1;7.55;8;8;0;1;7.96;0
2017-106;1;102301;01-2020;0.05675;0;NULL;4;4;0;1;8.55;3;2;0;0.6667;4.86;7;6;0;0.8571;6.7;0
2019-404;1;102301;01-2020;0.05675;0;NULL;5;3;0;0.6;4.75;4;3;0;0.75;6.53;9;6;0;0.6667;5.64;0
2018-219;1;102302;01-2020;0.11515;0;NULL;3;3;0;1;8.2;4;4;0;1;8.16;7;7;0;1;8.18;0
2016-302;1;102302;01-2020;0.14173;0;NULL;4;4;0;1;7.34;4;2;2;0.5;4.76;8;6;2;0.75;6.05;0
2016-301;1;102301;01-2020;0.14173;0;NULL;5;3;2;0.6;5.43;3;2;1;0.6667;5.09;8;5;3;0.625;5.26;0
2017-103;1;102302;01-2020;0.05675;0;NULL;5;3;2;0.6;5.55;2;0;2;0;0.15;7;3;4;0.4286;2.85;0
2017-109;1;102301;01-2020;0.10101;0;NULL;4;4;0;1;8.08;5;4;0;0.8;6.41;9;8;0;0.8889;7.25;0
2019-209;1;102302;01-2020;0.04762;0;NULL;5;5;0;1;7.79;3;2;1;0.6667;7.63;8;7;1;0.875;7.71;0
2016-413;1;102302;01-2020;0.10753;0;NULL;5;4;0;0.8;5.27;5;5;0;1;7.72;10;9;0;0.9;6.5;0
2016-301;1;102302;01-2020;0.05675;1;50;5;4;0;0.8;6.64;5;5;0;1;8.59;10;9;0;0.9;7.62;0
2017-104;1;102301;01-2020;0.10000;1;50;3;2;0;0.6667;5.98;5;0;0;0;0;8;2;0;0.25;2.99;1
2019-409;1;102302;01-2020;0.25490;0;NULL;4;4;0;1;8.32;3;3;0;1;8.51;7;7;0;1;8.41;0
2008-449;1;102302;01-2020;0.09351;0;NULL;6;6;0;1;8.93;4;4;0;1;9.38;10;10;0;1;9.15;0
2016-203;1;102301;01-2020;0.05675;0;NULL;4;4;0;1;8.51;4;4;0;1;8.77;8;8;0;1;8.64;0
2009-441;1;102301;01-2020;0.17448;0;NULL;6;6;0;1;8.17;5;5;0;1;8.66;11;11;0;1;8.41;0
2009-444;1;102301;01-2020;0.17448;0;NULL;7;7;0;1;8.37;5;5;0;1;8.18;12;12;0;1;8.28;0
2018-219;1;102302;01-2021;0.11515;0;NULL;3;3;0;1;8.9;3;3;0;1;8.7;6;6;0;1;8.8;1
2019-209;1;102301;01-2021;0.09351;0;NULL;5;2;3;0.4;3.12;3;1;0;0.3333;2.72;8;3;3;0.375;2.92;0
2019-404;1;102302;01-2021;0.07692;0;NULL;5;3;1;0.6;5.33;2;0;2;0;3.31;7;3;3;0.4286;4.32;1
2019-404;1;102301;01-2021;0.07692;0;NULL;5;2;3;0.4;5.87;3;1;2;0.3333;4.01;8;3;5;0.375;4.94;0
2019-403;1;102301;01-2021;0.19608;0;NULL;4;4;0;1;8.27;4;3;0;0.75;6.03;8;7;0;0.875;7.15;0
2017-105;1;102301;01-2021;0.17448;0;NULL;4;2;1;0.5;5.67;4;1;1;0.25;3.53;8;3;2;0.375;4.6;0
2018-206;1;102302;01-2021;0.04762;0;NULL;4;4;0;1;7.18;2;2;0;1;7.04;6;6;0;1;7.11;0
2019-209;1;102302;01-2021;0.09351;1;50;5;5;0;1;8.82;5;5;0;1;8.74;10;10;0;1;8.78;0
2016-302;1;102302;01-2021;0.19960;0;NULL;4;4;0;1;7.7;5;2;3;0.4;5.23;9;6;3;0.6667;6.47;1
2014-702;1;102301;01-2021;0.09091;0;NULL;5;5;0;1;7.48;5;3;0;0.6;6.28;10;8;0;0.8;6.88;0
2016-301;1;102302;01-2021;0.07407;0;NULL;5;5;0;1;7.96;5;4;1;0.8;7.04;10;9;1;0.9;7.5;0
2017-104;1;102301;01-2021;0.04202;0;NULL;4;3;0;0.75;6.57;3;0;0;0;0;7;3;0;0.4286;3.29;0
2014-802;1;102302;01-2021;0.14173;0;NULL;5;5;0;1;7.46;4;3;0;0.75;5.64;9;8;0;0.8889;6.55;0
2019-403;1;102301;01-2021;0.17448;0;NULL;5;5;0;1;8.15;3;2;0;0.6667;5.28;8;7;0;0.875;6.71;0
2016-301;1;102302;01-2021;0.25490;0;NULL;5;5;0;1;7.89;4;1;2;0.25;4.49;9;6;2;0.6667;6.19;0
2017-103;1;102301;01-2021;0.02158;1;50;4;4;0;1;8.09;3;2;0;0.6667;5.13;7;6;0;0.8571;6.61;0
2014-702;1;102301;01-2021;0.14286;0;NULL;3;1;1;0.3333;4.87;2;2;0;1;6.3;5;3;1;0.6;5.58;0
2018-219;1;102302;01-2021;0.16667;0;NULL;4;4;0;1;8.07;3;2;0;0.6667;5.14;7;6;0;0.8571;6.6;0
2018-206;1;102302;01-2021;0.08602;0;NULL;3;3;0;1;8.8;2;2;0;1;8.07;5;5;0;1;8.44;0
2017-104;1;102302;01-2021;0.00000;0;NULL;7;1;5;0.1429;2.33;2;0;2;0;0.17;9;1;7;0.1111;1.25;0
2019-404;1;102301;01-2021;0.14634;0;NULL;5;4;0;0.8;6.38;4;2;2;0.5;5.66;9;6;2;0.6667;6.02;0
2019-409;1;102302;01-2021;0.00000;0;NULL;5;5;0;1;8.05;4;4;0;1;8.39;9;9;0;1;8.22;0
2018-219;1;102301;01-2021;0.07407;0;NULL;3;1;2;0.3333;6.31;4;1;3;0.25;3.39;7;2;5;0.2857;4.85;0
2018-444;1;102301;01-2021;0.17448;0;NULL;6;6;0;1;8.99;5;5;0;1;9.06;11;11;0;1;9.02;0
2019-209;1;102302;01-2021;0.04762;0;NULL;5;5;0;1;7.8;5;5;0;1;7.83;10;10;0;1;7.82;0
2016-203;1;102301;01-2021;0.05675;0;NULL;4;4;0;1;8.68;4;4;0;1;7.96;8;8;0;1;8.32;0
2017-105;1;102302;01-2022;0.09259;0;NULL;4;2;1;0.5;5.07;3;0;3;0;3.48;7;2;4;0.2857;4.27;0
2021-202;1;102301;01-2022;0.05675;0;NULL;4;4;0;1;8.01;5;5;0;1;7.78;9;9;0;1;7.89;0
2017-109;1;102301;01-2022;0.09351;0;NULL;5;5;0;1;8.08;4;4;0;1;7.94;9;9;0;1;8.01;0
2018-206;1;102302;01-2022;0.04762;0;NULL;3;3;0;1;8.85;2;2;0;1;9.08;5;5;0;1;8.96;0
2021-202;1;102301;01-2022;0.02158;0;NULL;5;5;0;1;8.94;5;5;0;1;8.57;10;10;0;1;8.76;0
2019-209;1;102301;01-2022;0.07778;0;NULL;5;5;0;1;9.23;5;5;0;1;9.78;10;10;0;1;9.5;0
2019-211;1;102302;01-2022;0.05675;0;NULL;5;4;1;0.8;7.17;4;4;0;1;7.1;9;8;1;0.8889;7.13;0
2018-206;1;102301;01-2022;0.01389;0;NULL;3;2;0;0.6667;5.9;2;1;1;0.5;6.33;5;3;1;0.6;6.11;0
2016-301;1;102302;01-2022;0.02158;0;NULL;5;5;0;1;9.34;5;5;0;1;9.24;10;10;0;1;9.29;0
2019-401;1;102301;01-2022;0.21053;0;NULL;6;5;0;0.8333;6.65;4;4;0;1;7.99;10;9;0;0.9;7.32;0
2019-402;1;102301;01-2022;0.07407;0;NULL;4;3;0;0.75;5.53;4;4;0;1;8.58;8;7;0;0.875;7.05;1
2021-202;1;102302;01-2022;0.05128;0;NULL;5;5;0;1;7.53;5;4;1;0.8;7.4;10;9;1;0.9;7.47;0
2017-301;1;102301;01-2022;0.10101;0;NULL;4;2;0;0.5;3.63;2;2;0;1;8.67;6;4;0;0.6667;6.15;0
2018-219;1;102302;01-2022;0.01389;0;NULL;3;3;0;1;6.94;3;3;0;1;6.61;6;6;0;1;6.77;0
2016-303;1;102302;01-2022;0.07407;0;NULL;5;5;0;1;8.85;3;2;1;0.6667;7.84;8;7;1;0.875;8.35;0
2018-206;1;102301;01-2022;0.04000;0;NULL;3;3;0;1;7.89;3;2;1;0.6667;6.89;6;5;1;0.8333;7.39;0
2016-302;1;102302;01-2022;0.09351;0;NULL;4;4;0;1;7.48;5;1;0;0.2;1.72;9;5;0;0.5556;4.6;0
2017-104;1;102301;01-2022;0.05556;0;NULL;3;2;0;0.6667;5.44;3;2;0;0.6667;4.92;6;4;0;0.6667;5.18;1
2019-409;1;102302;01-2022;0.08602;0;NULL;5;5;0;1;7.76;5;4;0;0.8;6.08;10;9;0;0.9;6.92;0
2017-104;1;102301;01-2022;0.14634;0;NULL;4;1;3;0.25;3.97;4;3;0;0.75;5.71;8;4;3;0.5;4.84;0
2018-206;1;102301;01-2022;0.14286;0;NULL;3;3;0;1;8;3;2;1;0.6667;6.61;6;5;1;0.8333;7.3;1
2017-104;1;102302;01-2022;0.20000;0;NULL;4;2;1;0.5;5.13;4;2;0;0.5;3.27;8;4;1;0.5;4.2;0
2021-413;1;102301;01-2022;0.21053;0;NULL;5;4;0;0.8;6.8;5;4;1;0.8;7.79;10;8;1;0.8;7.3;1
2018-219;1;102302;01-2022;0.14173;0;NULL;3;2;1;0.6667;6.07;2;2;0;1;8.43;5;4;1;0.8;7.25;0
2018-444;1;102301;01-2022;0.17448;0;NULL;6;6;0;1;9.07;5;5;0;1;8.64;11;11;0;1;8.86;1
2022-203;1;102301;01-2022;0.55675;0;NULL;4;4;0;1;8.35;4;4;0;1;7.72;8;8;0;1;8.03;1
2018-444;1;102301;01-2022;0.17448;0;NULL;6;6;0;1;8.25;5;5;0;1;7.05;11;11;0;1;7.65;0
2023-404;1;102301;01-2023;0.14634;0;NULL;3;3;0;1;9.24;4;4;0;1;8.87;7;7;0;1;9.05;0
2022-702;1;102301;01-2023;0.09351;0;NULL;4;4;0;1;7.42;4;3;1;0.75;6.72;8;7;1;0.875;7.07;0
2023-104;1;102301;01-2023;0.11801;0;NULL;4;4;0;1;9.16;4;4;0;1;8.8;8;8;0;1;8.98;0
2023-104;1;102301;01-2023;0.09351;0;NULL;4;2;0;0.5;4.09;4;3;1;0.75;6.18;8;5;1;0.625;5.14;0
2023-104;1;102301;01-2023;0.11801;0;NULL;4;2;0;0.5;4.54;4;4;0;1;8.05;8;6;0;0.75;6.29;0
2023-404;1;102302;01-2023;0.55675;0;NULL;6;4;1;0.6667;5.89;5;0;5;0;2.3;11;4;6;0.3636;4.1;1
2023-104;1;102302;01-2023;0.25714;1;50;4;4;0;1;8.18;4;3;0;0.75;6.21;8;7;0;0.875;7.19;0
2022-109;1;102302;01-2023;0.14286;0;NULL;5;5;0;1;8.61;4;0;0;0;0;9;5;0;0.5556;4.3;1
2023-414;1;102302;01-2023;0.05769;1;100;3;2;1;0.6667;5.92;3;0;2;0;2.27;6;2;3;0.3333;4.09;0
2019-209;1;102302;01-2023;0.07778;0;NULL;5;5;0;1;8.77;4;4;0;1;9.31;9;9;0;1;9.04;0
2019-409;1;102302;01-2023;0.09524;0;NULL;5;5;0;1;9.26;4;4;0;1;9.72;9;9;0;1;9.49;0
2019-211;1;102302;01-2023;0.16176;0;NULL;5;5;0;1;8.42;4;4;0;1;8.74;9;9;0;1;8.58;0
2023-104;1;102301;01-2023;0.14173;0;NULL;4;3;0;0.75;5.98;4;2;2;0.5;6.62;8;5;2;0.625;6.3;0
2023-303;1;102302;01-2023;0.09259;0;NULL;5;5;0;1;9.1;4;4;0;1;8.19;9;9;0;1;8.64;0
2021-413;1;102301;01-2023;0.04762;0;NULL;5;5;0;1;8.87;4;4;0;1;8.88;9;9;0;1;8.87;0
2018-219;1;102302;01-2023;0.09735;0;NULL;3;3;0;1;8.83;3;3;0;1;7.46;6;6;0;1;8.15;1
2018-206;1;102302;01-2023;0.15385;0;NULL;3;3;0;1;8.9;3;3;0;1;7.65;6;6;0;1;8.28;0
2023-701;1;102302;01-2023;0.30675;0;NULL;5;5;0;1;8.11;6;6;0;1;7.92;11;11;0;1;8.01;0
2023-305;1;102302;01-2023;0.14173;0;NULL;4;4;0;1;8.4;3;1;1;0.3333;4.66;7;5;1;0.7143;6.53;0
2021-413;1;102301;01-2023;0.05000;1;50;5;5;0;1;7.21;5;5;0;1;8.03;10;10;0;1;7.62;0
2023-305;1;102302;01-2023;0.11765;0;NULL;4;3;1;0.75;6.84;4;2;2;0.5;3.88;8;5;3;0.625;5.36;0
2019-211;1;102302;01-2023;0.14173;0;NULL;5;5;0;1;7.67;5;5;0;1;8.4;10;10;0;1;8.04;0
2019-409;1;102301;01-2023;0.10753;0;NULL;5;3;2;0.6;4.91;4;0;4;0;3.33;9;3;6;0.3333;4.12;0
2023-104;1;102302;01-2023;0.09351;0;NULL;5;1;3;0.2;3.49;2;0;1;0;0.56;7;1;4;0.1429;2.02;0
2018-219;1;102302;01-2023;0.16667;0;NULL;3;3;0;1;8.2;4;3;0;0.75;5.31;7;6;0;0.8571;6.76;0
2023-701;1;102301;01-2023;0.11925;1;100;5;5;0;1;8.63;5;5;0;1;8.21;10;10;0;1;8.42;0
2018-206;1;102301;01-2023;0.09524;0;NULL;3;3;0;1;8.44;3;3;0;1;7.3;6;6;0;1;7.87;1
2022-802;1;102302;01-2023;0.08602;1;100;5;3;2;0.6;7;4;4;0;1;8.3;9;7;2;0.7778;7.65;0
2022-208;1;102301;01-2023;0.05675;0;NULL;4;4;0;1;8.41;4;4;0;1;8.38;8;8;0;1;8.39;0
2018-444;1;102301;01-2023;0.17448;0;NULL;6;6;0;1;7.76;5;5;0;1;8.56;11;11;0;1;8.16;0
2018-441;1;102301;01-2023;0.17448;0;NULL;6;5;1;0.8333;7.37;5;5;0;1;7.22;11;10;1;0.9091;7.3;0
2024-104;1;102301;01-2024;0.05556;0;NULL;4;3;0;0.75;6.36;4;0;0;0;0;8;3;0;0.375;3.18;0
2024-403;1;102302;01-2024;0.00000;0;NULL;4;1;2;0.25;3.28;3;1;2;0.3333;2.93;7;2;4;0.2857;3.11;0
2024-404;1;102301;01-2024;0.01389;0;NULL;4;2;2;0.5;4.67;4;0;4;0;1.9;8;2;6;0.25;3.29;0
2024-106;1;102301;01-2024;0.06557;0;NULL;4;2;1;0.5;5.96;3;2;1;0.6667;6.1;7;4;2;0.5714;6.03;0
2024-215;1;102301;01-2024;0.08000;0;NULL;5;5;0;1;8.88;5;5;0;1;8.94;10;10;0;1;8.91;0
2024-209;1;102302;01-2024;0.09351;0;NULL;5;5;0;1;8.78;5;5;0;1;9.12;10;10;0;1;8.95;0
2024-416;1;102302;01-2024;0.10714;0;NULL;4;4;0;1;8.07;3;3;0;1;7.51;7;7;0;1;7.79;0
2024-219;1;102302;01-2024;0.11515;0;NULL;3;3;0;1;8.98;4;4;0;1;8.45;7;7;0;1;8.71;0
2024-219;1;102301;01-2024;0.06250;0;NULL;3;3;0;1;8.64;4;4;0;1;7.61;7;7;0;1;8.12;0
2024-219;1;102302;01-2024;0.05675;0;NULL;3;3;0;1;8.39;4;4;0;1;8.52;7;7;0;1;8.45;0
2024-219;1;102301;01-2024;0.04762;0;NULL;3;3;0;1;8.61;4;4;0;1;8.35;7;7;0;1;8.48;0
2024-219;1;102302;01-2024;0.14634;0;NULL;3;3;0;1;8.37;4;4;0;1;8.05;7;7;0;1;8.21;0
2024-416;1;102302;01-2024;0.05556;0;NULL;4;4;0;1;8.03;3;3;0;1;7.41;7;7;0;1;7.72;0
2024-413;1;102302;01-2024;0.10101;0;NULL;5;5;0;1;8.55;5;5;0;1;7.09;10;10;0;1;7.82;0
2024-305;1;102301;01-2024;0.04202;0;NULL;4;4;0;1;8.87;4;4;0;1;8.38;8;8;0;1;8.63;0
2024-110;1;102301;01-2024;0.15000;0;NULL;4;3;1;0.75;7.43;4;3;1;0.75;7.15;8;6;2;0.75;7.29;0
2024-219;1;102301;01-2024;0.05675;0;NULL;2;2;0;1;7.99;4;3;1;0.75;7.91;6;5;1;0.8333;7.95;0
2024-403;1;102302;01-2024;0.10000;0;NULL;3;3;0;1;6.84;3;2;0;0.6667;5.44;6;5;0;0.8333;6.14;0
2024-219;1;102301;01-2024;0.01389;0;NULL;3;3;0;1;7.68;4;4;0;1;7.57;7;7;0;1;7.62;0
2024-303;1;102302;01-2024;0.00000;1;100;4;4;0;1;7.72;4;3;0;0.75;6.01;8;7;0;0.875;6.87;0
2024-206;1;102302;01-2024;0.25000;0;NULL;3;3;0;1;8.87;3;3;0;1;8.15;6;6;0;1;8.51;0
2024-105;1;102302;01-2024;0.18175;0;NULL;5;4;0;0.8;6.36;4;3;0;0.75;5.43;9;7;0;0.7778;5.89;0
2024-103;1;102301;01-2024;0.17448;0;NULL;4;0;2;0;0.93;3;0;0;0;0;7;0;2;0;0.47;0
2024-110;1;102301;01-2024;0.05675;0;NULL;5;3;1;0.6;4.94;3;1;1;0.3333;3.34;8;4;2;0.5;4.14;0
2018-444;1;102301;01-2024;0.17448;0;NULL;6;4;2;0.6667;6.75;5;5;0;1;8.24;11;9;2;0.8182;7.5;1
2018-441;1;102301;01-2024;0.17448;0;NULL;6;6;0;1;8.51;6;6;0;1;8.57;12;12;0;1;8.54;0
2024-403;1;102301;01-2024;0.10000;0;NULL;4;2;1;0.5;5.12;4;2;2;0.5;5.47;8;4;3;0.5;5.29;0
2016-301;1;102302;01-2020;0.10753;0;NULL;5;4;0;0.8;6.01;4;4;0;1;8.57;9;8;0;0.8889;7.29;0
2019-405;1;102302;01-2020;0.12817;0;NULL;5;2;3;0.4;4.99;3;2;1;0.6667;5.4;8;4;4;0.5;5.19;0
2017-104;1;102301;01-2020;0.05675;0;NULL;4;2;0;0.5;4.34;4;4;0;1;7.91;8;6;0;0.75;6.12;0
2014-702;1;102301;01-2020;0.12817;0;NULL;5;5;0;1;7.88;5;5;0;1;7.73;10;10;0;1;7.81;0
2018-219;1;102302;01-2020;0.11515;1;50;3;3;0;1;8.16;3;3;0;1;8.7;6;6;0;1;8.43;0
2018-219;1;102302;01-2020;0.00000;0;NULL;3;3;0;1;7.96;3;3;0;1;8.1;6;6;0;1;8.03;0
2019-211;1;102302;01-2020;0.10101;0;NULL;5;5;0;1;8.46;4;4;0;1;9.35;9;9;0;1;8.9;0
2016-302;1;102301;01-2020;0.00000;0;NULL;6;4;0;0.6667;4.96;5;5;0;1;7.47;11;9;0;0.8182;6.21;0
2014-702;1;102302;01-2020;0.10101;1;100;5;5;0;1;7.03;4;4;0;1;8.17;9;9;0;1;7.6;0
2019-409;1;102301;01-2020;0.03571;1;50;4;4;0;1;7.75;4;3;0;0.75;5.58;8;7;0;0.875;6.66;0
2016-413;1;102301;01-2020;0.23377;0;NULL;4;2;2;0.5;5.32;3;0;1;0;1.65;7;2;3;0.2857;3.49;1
2019-403;1;102301;01-2020;0.28571;0;NULL;3;3;0;1;7.72;4;4;0;1;7.93;7;7;0;1;7.82;0
2016-303;1;102302;01-2020;0.09524;0;NULL;5;5;0;1;7.85;3;2;1;0.6667;6.89;8;7;1;0.875;7.37;0
2019-701;1;102302;01-2020;0.05675;0;NULL;5;5;0;1;7.92;5;5;0;1;8.07;10;10;0;1;8;0
2016-301;1;102302;01-2020;0.05675;0;NULL;5;5;0;1;8.1;5;5;0;1;8.86;10;10;0;1;8.48;0
2013-703;1;102301;01-2020;0.45313;0;NULL;6;5;1;0.8333;7.94;5;5;0;1;8.37;11;10;1;0.9091;8.15;0
2009-444;1;102301;01-2020;0.17448;0;NULL;7;7;0;1;8.49;5;5;0;1;8.16;12;12;0;1;8.32;0
2019-211;1;102302;01-2021;0.05675;0;NULL;5;5;0;1;7.8;4;3;0;0.75;6.2;9;8;0;0.8889;7;0
2018-206;1;102302;01-2021;0.10101;0;NULL;3;3;0;1;8.07;1;1;0;1;6.28;4;4;0;1;7.18;0
2019-211;1;102301;01-2021;0.17448;0;NULL;5;5;0;1;8.5;4;4;0;1;8.68;9;9;0;1;8.59;0
2017-104;1;102302;01-2021;0.14286;0;NULL;4;2;2;0.5;5.56;3;1;1;0.3333;4.23;7;3;3;0.4286;4.89;0
2021-202;1;102302;01-2021;0.14634;0;NULL;4;4;0;1;8.61;4;4;0;1;8.49;8;8;0;1;8.55;0
2017-104;1;102302;01-2021;0.02158;0;NULL;5;5;0;1;7.81;5;3;1;0.6;5.63;10;8;1;0.8;6.72;0
2019-701;1;102302;01-2021;0.05675;0;NULL;5;4;0;0.8;6.93;4;3;0;0.75;6.77;9;7;0;0.7778;6.85;0
2019-209;1;102302;01-2021;0.23377;0;NULL;4;0;4;0;4.43;2;1;1;0.5;4.9;6;1;5;0.1667;4.66;1
2013-703;1;102301;01-2021;0.45313;0;NULL;6;5;1;0.8333;7.55;5;5;0;1;7.66;11;10;1;0.9091;7.6;0
2017-106;1;102302;01-2021;0.11111;0;NULL;4;2;2;0.5;5.92;4;1;3;0.25;3.12;8;3;5;0.375;4.52;0
2017-109;1;102302;01-2022;0.09351;0;NULL;5;4;0;0.8;6.24;5;5;0;1;7.62;10;9;0;0.9;6.93;0
2017-106;1;102302;01-2022;0.10714;0;NULL;4;2;1;0.5;5.21;3;3;0;1;7.31;7;5;1;0.7143;6.26;0
2021-206;1;102302;01-2022;0.04202;0;NULL;3;3;0;1;7.88;5;5;0;1;7.92;8;8;0;1;7.9;1
2018-206;1;102302;01-2022;0.00000;0;NULL;3;3;0;1;8.24;3;3;0;1;7.57;6;6;0;1;7.91;0
2017-105;1;102301;01-2022;0.09351;0;NULL;5;4;0;0.8;5.88;4;3;0;0.75;5.35;9;7;0;0.7778;5.62;0
2021-413;1;102302;01-2022;0.22341;0;NULL;5;5;0;1;7.93;4;4;0;1;7.9;9;9;0;1;7.91;0
2018-219;1;102302;01-2022;0.04762;0;NULL;3;3;0;1;8.83;3;2;1;0.6667;7.22;6;5;1;0.8333;8.03;0
2017-109;1;102302;01-2022;0.09259;0;NULL;4;3;0;0.75;6.58;5;5;0;1;8.59;9;8;0;0.8889;7.58;0
2016-301;1;102301;01-2022;0.15873;0;NULL;5;5;0;1;8.12;5;0;5;0;0.12;10;5;5;0.5;4.12;1
2018-206;1;102302;01-2022;0.04202;0;NULL;3;3;0;1;8.24;3;3;0;1;7.21;6;6;0;1;7.72;0
2018-444;1;102301;01-2022;0.17448;0;NULL;6;6;0;1;8.07;5;4;1;0.8;6.57;11;10;1;0.9091;7.32;0
2023-401;1;102301;01-2023;0.00000;0;NULL;5;4;0;0.8;6.46;5;3;1;0.6;5.15;10;7;1;0.7;5.81;0
2023-404;1;102301;01-2023;0.09091;0;NULL;4;3;0;0.75;6.33;5;4;1;0.8;6.93;9;7;1;0.7778;6.63;0
2022-103;1;102301;01-2023;0.17448;0;NULL;4;1;2;0.25;3.58;3;1;0;0.3333;2.4;7;2;2;0.2857;2.99;0
2023-702;1;102301;01-2023;0.04000;0;NULL;4;0;0;0;0;4;2;1;0.5;5.23;8;2;1;0.25;2.61;0
2022-109;1;102301;01-2023;0.02158;0;NULL;4;2;1;0.5;5.67;3;2;1;0.6667;5.71;7;4;2;0.5714;5.69;0
2022-702;1;102301;01-2023;0.12817;0;NULL;4;3;0;0.75;6.03;5;5;0;1;7.74;9;8;0;0.8889;6.89;0
2023-106;1;102301;01-2023;0.17448;1;100;5;5;0;1;7.89;3;1;1;0.3333;3.89;8;6;1;0.75;5.89;0
2023-106;1;102301;01-2023;0.00000;0;NULL;4;4;0;1;7.32;3;1;2;0.3333;5.68;7;5;2;0.7143;6.5;0
2018-219;1;102302;01-2023;0.11515;0;NULL;2;2;0;1;9.66;4;4;0;1;9.54;6;6;0;1;9.6;0
2022-102;1;102301;01-2023;0.05675;0;NULL;4;1;1;0.25;2.53;3;0;1;0;1.53;7;1;2;0.1429;2.03;0
2019-209;1;102302;01-2023;0.16667;0;NULL;5;5;0;1;9.45;5;5;0;1;9.45;10;10;0;1;9.45;0
2022-802;1;102301;01-2023;0.07692;0;NULL;4;2;1;0.5;4.95;3;3;0;1;8.13;7;5;1;0.7143;6.54;0
2023-106;1;102301;01-2023;0.14634;0;NULL;6;6;0;1;7.86;3;3;0;1;6.53;9;9;0;1;7.2;0
2023-405;1;102301;01-2023;0.02158;0;NULL;4;4;0;1;7.88;4;4;0;1;7.94;8;8;0;1;7.91;0
2019-209;1;102301;01-2023;0.17448;0;NULL;5;4;1;0.8;7.51;5;4;0;0.8;6.29;10;8;1;0.8;6.9;0
2018-219;1;102302;01-2023;0.10101;0;NULL;3;3;0;1;8.5;3;3;0;1;8.75;6;6;0;1;8.63;0
2018-444;1;102301;01-2023;0.17448;0;NULL;6;6;0;1;8.47;5;5;0;1;9.39;11;11;0;1;8.93;0
2024-104;1;102301;01-2024;0.06250;1;100;4;3;1;0.75;7.72;4;4;0;1;8.25;8;7;1;0.875;7.98;0
2024-402;1;102301;01-2024;0.09524;0;NULL;5;4;0;0.8;6.45;4;3;0;0.75;6.56;9;7;0;0.7778;6.5;0
2024-702;1;102302;01-2024;0.04545;0;NULL;4;4;0;1;8.16;5;4;0;0.8;5.79;9;8;0;0.8889;6.98;0
2024-102;1;102301;01-2024;0.11765;0;NULL;4;2;0;0.5;3.33;4;1;0;0.25;2.42;8;3;0;0.375;2.87;0
2024-413;1;102301;01-2024;0.10101;0;NULL;5;4;0;0.8;7.17;6;5;0;0.8333;6.55;11;9;0;0.8182;6.86;0
2024-206;1;102302;01-2024;0.00000;0;NULL;3;3;0;1;9.3;3;3;0;1;9.17;6;6;0;1;9.24;0
2024-219;1;102302;01-2024;0.05675;0;NULL;3;3;0;1;8.89;4;3;1;0.75;7.63;7;6;1;0.8571;8.26;0
2024-219;1;102302;01-2024;0.04762;0;NULL;3;3;0;1;8.32;4;4;0;1;7.33;7;7;0;1;7.83;0
2024-219;1;102302;01-2024;0.09259;0;NULL;3;3;0;1;8.54;4;4;0;1;8.54;7;7;0;1;8.54;0
2024-219;1;102302;01-2024;0.05675;0;NULL;3;3;0;1;9.15;4;4;0;1;8.93;7;7;0;1;9.04;0
2024-106;1;102301;01-2024;0.15000;0;NULL;4;4;0;1;8.67;4;3;0;0.75;5.99;8;7;0;0.875;7.33;0
2024-202;1;102301;01-2024;0.01389;0;NULL;5;5;0;1;9.16;5;5;0;1;8.43;10;10;0;1;8.79;0
2024-219;1;102302;01-2024;0.25490;0;NULL;3;3;0;1;8.52;4;0;0;0;0;7;3;0;0.4286;4.26;1
2024-104;1;102301;01-2024;0.15385;0;NULL;4;3;0;0.75;5.93;4;2;2;0.5;5.71;8;5;2;0.625;5.82;0
2024-209;1;102301;01-2024;0.01389;0;NULL;5;3;2;0.6;5.68;4;3;1;0.75;5.8;9;6;3;0.6667;5.74;0
2017-105;1;102302;01-2020;0.30675;0;NULL;4;4;0;1;7.27;4;4;0;1;7.46;8;8;0;1;7.37;0
2014-702;1;102301;01-2020;0.09351;0;NULL;5;5;0;1;7.83;5;5;0;1;8.16;10;10;0;1;7.99;0
2014-702;1;102301;01-2020;0.12817;0;NULL;5;4;1;0.8;7.14;4;4;0;1;8.75;9;8;1;0.8889;7.94;0
2016-202;1;102302;01-2020;0.11515;0;NULL;4;4;0;1;7.95;4;4;0;1;8;8;8;0;1;7.98;0
2019-211;1;102301;01-2020;0.09351;0;NULL;7;7;0;1;7.84;3;3;0;1;9.21;10;10;0;1;8.52;0
2019-409;1;102302;01-2021;0.08889;0;NULL;5;5;0;1;8.41;6;3;3;0.5;5.45;11;8;3;0.7273;6.93;0
2017-106;1;102302;01-2021;0.04762;0;NULL;4;4;0;1;8.29;4;2;1;0.5;5.05;8;6;1;0.75;6.67;0
